Code,Description
44521120,Electronic security lock.
44521130,Enhanced security lock.
44521140,Furniture locks.
44521200,Padlocks and chains.
44521210,Padlocks.
44522000,"Clasps, lock parts and keys."
44522100,Clasps.
44522200,Keys.
44522300,Parts of padlocks.
44522400,Parts of locks.
44523000,"Hinges, mountings and fittings."
44523100,Hinges.
44523200,Mountings.
44523300,Fittings.
44530000,Fasteners.
44531000,Threaded fasteners.
44531100,Wood screws.
44531200,Screw hooks or screw rings.
44531300,Self-tapping screws.
44531400,Bolts.
44531500,Flange jointing sets.
44531510,Bolts and screws.
44531520,Coach bolts and screws.
44531600,Nuts.
44531700,Iron or steel threaded articles.
44532000,Non-threaded fasteners.
44532100,Rivets.
44532200,Washers.
44532300,Cotter pins.
44532400,Steel fishplates.
44533000,Copper fasteners.
44540000,Chain.
44541000,Articulated chain.
44542000,Parts of chain.
44550000,Springs.
44600000,"Tanks, reservoirs and containers; central-heating radiators and boilers."
44610000,"Tanks, reservoirs, containers and pressure vessels."
44611000,Tanks.
44611100,Air cylinders.
44611110,Compressed-air cylinders.
44611200,Breathing apparatus.
44611400,Storage tanks.
44611410,Oil-storage tanks.
44611420,Sludge-storage tanks.
44611500,Water tanks.
44611600,Reservoirs.
44612000,Liquefied-gas containers.
44612100,Gas cylinders.
44612200,Gas tanks.
44613000,Large containers.
44613110,Silos.
44613200,Refrigerated containers.
44613210,Water chambers.
44613300,Standard freight containers.
44613400,Storage containers.
44613500,Water containers.
44613600,Wheeled containers.
44613700,Refuse skips.
44613800,Containers for waste material.
44614000,Casks.
44614100,Storage bins.
44614300,Container storage system.
44614310,Stacking machinery.
44615000,Pressure vessels.
44615100,Steel pressure vessels.
44616000,Drums.
44616200,Waste drums.
44617000,Boxes.
44617100,Cartons.
44617200,Meter housings.
44617300,Prefabricated boxes.
44618000,"Light containers, corks, tops for containers, vats and lids."
44618100,Light containers.
44618300,"Corks, stoppers, tops for containers and lids."
44618310,Corks.
44618320,Stoppers.
44618330,Tops for containers.
44618340,Lids.
44618350,Plastic caps.
44618400,Cans.
44618420,Food cans.
44618500,Vats.
44619000,Other containers.
44619100,Cases.
44619200,Cable drums.
44619300,Crates.
44619400,Barrels.
44619500,Pallet boxes.
44620000,Central-heating radiators and boilers and parts.
44621000,Radiators and boilers.
44621100,Radiators.
44621110,Central-heating radiators.
44621111,Non-electrically-heated central-heating radiators.
44621112,Parts of central-heating radiators.
44621200,Boilers.
44621210,Water boilers.
44621220,Central-heating boilers.
44621221,Parts of central-heating boilers.
44622000,Heat-recovery systems.
44622100,Heat-recovery equipment.
44800000,"Paints, varnishes and mastics."
44810000,Paints.
44811000,Road paint.
44812000,Artists' paints.
44812100,Enamels and glazes.
44812200,Oil and water paints.
44812210,Oil paints.
44812220,Water paints.
44812300,Students' paints.
44812310,Colours in sets.
44812320,Signboard painters' colours.
44812400,Decorating supplies.
44820000,Varnishes.
44830000,"Mastics, fillers, putty and solvents."
44831000,"Mastics, fillers, putty."
44831100,Mastics.
44831200,Fillers.
44831300,Putty.
44831400,Grout.
44832000,Solvents.
44832100,Paint stripper.
44832200,Thinners.
44900000,"Stone for construction, limestone, gypsum and slate."
44910000,Stone for construction.
44911000,Marble and calcarous building stone.
44911100,Marble.
44911200,Travertine.
44912000,Miscellaneous building stone.
44912100,Granite.
44912200,Sandstone.
44912300,Basalt.
44912400,Kerbstones.
44920000,"Limestone, gypsum and chalk."
44921000,Limestone and gypsum.
44921100,Gypsum.
44921200,Lime.
44921210,Powdered lime.
44921300,Limestone.
44922000,Chalk and dolomite.
44922100,Chalk.
44922200,Dolomite.
44930000,Slate.
45000000,Construction work.
45100000,Site preparation work.
45110000,Building demolition and wrecking work and earthmoving work.
45111000,"Demolition, site preparation and clearance work."
45111100,Demolition work.
45111200,Site preparation and clearance work.
45111210,Blasting and associated rock-removal work.
45111211,Blasting work.
45111212,Rock-removal work.
45111213,Site-clearance work.
45111214,Blast-clearing work.
45111220,Scrub-removal work.
45111230,Ground-stabilisation work.
45111240,Ground-drainage work.
45111250,Ground investigation work.
45111260,Site-preparation work for mining.
45111290,Primary works for services.
45111291,Site-development work.
45111300,Dismantling works.
45111310,Dismantling works for military installations.
45111320,Dismantling works for security installations.
45112000,Excavating and earthmoving work.
45112100,Trench-digging work.
45112200,Soil-stripping work.
45112210,Topsoil-stripping work.
45112300,Infill and land-reclamation work.
45112310,Infill work.
45112320,Land-reclamation work.
45112330,Site-reclamation work.
45112340,Soil-decontamination work.
45112350,Reclamation of waste land.
45112360,Land rehabilitation work.
45112400,Excavating work.
45112410,Grave-digging work.
45112420,Basement excavation work.
45112440,Terracing of hillsides.
45112441,Terracing work.
45112450,Excavation work at archaeological sites.
45112500,Earthmoving work.
45112600,Cut and fill.
45112700,Landscaping work.
45112710,Landscaping work for green areas.
45112711,Landscaping work for parks.
45112712,Landscaping work for gardens.
45112713,Landscaping work for roof gardens.
45112714,Landscaping work for cemeteries.
45112720,Landscaping work for sports grounds and recreational areas.
45112721,Landscaping work for golf courses.
45112722,Landscaping work for riding areas.
45112723,Landscaping work for playgrounds.
45112730,Landscaping work for roads and motorways.
45112740,Landscaping work for airports.
45113000,Siteworks.
45120000,Test drilling and boring work.
45121000,Test drilling work.
45122000,Test boring work.
45200000,Works for complete or part construction and civil engineering work.
45210000,Building construction work.
45211000,Construction work for multi-dwelling buildings and individual houses.
45211100,Construction work for houses.
45211200,Sheltered housing construction work.
45211300,Houses construction work.
45211310,Bathrooms construction work.
45211320,Porches construction work.
45211340,Multi-dwelling buildings construction work.
45211341,Flats construction work.
45211350,Multi-functional buildings construction work.
45211360,Urban development construction work.
45211370,Construction works for saunas.
45212000,"Construction work for buildings relating to leisure, sports, culture, lodging and restaurants."
45212100,Construction work of leisure facilities.
45212110,Leisure centre construction work.
45212120,Theme park construction work.
45212130,Amusement park construction work.
45212140,Recreation installation.
45212150,Cinema construction work.
45212160,Casino construction work.
45212170,Entertainment building construction work.
45212171,Entertainment centre construction work.
45212172,Recreation centre construction work.
45212180,Ticket offices construction work.
45212190,Sun-protection works.
45212200,Construction work for sports facilities.
45212210,Single-purpose sports facilities construction work.
45212211,Ice rink construction work.
45212212,Construction work for swimming pool.
45212213,Sport markings works.
45212220,Multi-purpose sports facilities construction work.
45212221,Construction work in connection with structures for sports ground.
45212222,Gymnasium construction work.
45212223,Winter-sports facilities construction work.
45212224,Stadium construction work.
45212225,Sports hall construction work.
45212230,Installation of changing rooms.
45212290,Repair and maintenance work in connection with sports facilities.
45212300,Construction work for art and cultural buildings.
45212310,Construction work for buildings relating to exhibitions.
45212311,Art gallery construction work.
45212312,Exhibition centre construction work.
45212313,Museum construction work.
45212314,Historical monument or memorial construction work.
45212320,Construction work for buildings relating to artistic performances.
45212321,Auditorium construction work.
45212322,Theatre construction work.
45212330,Library construction work.
45212331,Multimedia library construction work.
45212340,Lecture hall construction work.
45212350,Buildings of particular historical or architectural interest.
45212351,Prehistoric monument construction work.
45212352,Industrial monument construction work.
45212353,Palace construction work.
45212354,Castle construction work.
45212360,Religious buildings construction work.
45212361,Church construction work.
45212400,Accommodation and restaurant buildings.
45212410,Construction work for lodging buildings.
45212411,Hotel construction work.
45212412,Hostel construction work.
45212413,Short-stay accommodation construction work.
45212420,Construction work for restaurants and similar facilities.
45212421,Restaurant construction work.
45212422,Canteen construction work.
45212423,Cafeteria construction work.
45212500,Kitchen or restaurant conversion.
45212600,Pavilion construction work.
45213000,"Construction work for commercial buildings, warehouses and industrial buildings, buildings relating to transport."
45213100,Construction work for commercial buildings.
45213110,Shop buildings construction work.
45213111,Shopping centre construction work.
45213112,Shop units construction work.
45213120,Post office construction work.
45213130,Bank construction work.
45213140,Market construction work.
45213141,Covered market construction work.
45213142,Open-air market construction work.
45213150,Office block construction work.
45213200,Construction work for warehouses and industrial buildings.
45213210,Cold-storage installations.
45213220,Construction work for warehouses.
45213221,Warehouse stores construction work.
45213230,Abattoir construction work.
45213240,Agricultural buildings construction work.
45213241,Barn construction work.
45213242,Cowsheds construction work.
45213250,Construction work for industrial buildings.
45213251,Industrial units construction work.
45213252,Workshops construction work.
45213260,Stores depot construction work.
45213270,Construction works for recycling station.
45213280,Construction works for compost facility.
45213300,Buildings associated with transport.
45213310,Construction work for buildings relating to road transport.
45213311,Bus station construction work.
45213312,Car park building construction work.
45213313,Service-area building construction work.
45213314,Bus garage construction work.
45213315,Bus-stop shelter construction work.
45213316,Installation works of walkways.
45213320,Construction work for buildings relating to railway transport.
45213321,Railway station construction work.
45213322,Rail terminal building construction work.
45213330,Construction work for buildings relating to air transport.
45213331,Airport buildings construction work.
45213332,Airport control tower construction work.
45213333,Installation works of airport check-in counters.
45213340,Construction work for buildings relating to water transport.
45213341,Ferry terminal building construction work.
45213342,Ro-Ro terminal construction work.
45213350,Construction work for buildings relating to various means of transport.
45213351,Maintenance hangar construction work.
45213352,Service depot construction work.
45213353,Installation works of passenger boarding bridges.
45213400,Installation of staff rooms.
45214000,Construction work for buildings relating to education and research.
45214100,Construction work for kindergarten buildings.
45214200,Construction work for school buildings.
45214210,Primary school construction work.
45214220,Secondary school construction work.
45214230,Special school construction work.
45214300,Construction work for college buildings.
45214310,Vocational college construction work.
45214320,Technical college construction work.
45214400,Construction work for university buildings.
45214410,Polytechnic construction work.
45214420,Lecture theatre construction work.
45214430,Language laboratory construction work.
45214500,Construction work for buildings of further education.
45214600,Construction work for research buildings.
45214610,Laboratory building construction work.
45214620,Research and testing facilities construction work.
45214630,Scientific installations.
45214631,Installation works of cleanrooms.
45214640,Meteorological stations construction work.
45214700,Construction work for halls of residence.
45214710,Entrance hall construction work.
45214800,Training facilities building.
45215000,"Construction work for buildings relating to health and social services, for crematoriums and public conveniences."
45215100,Construction work for buildings relating to health.
45215110,Spa construction work.
45215120,Special medical building construction work.
45215130,Clinic construction work.
45215140,Hospital facilities construction work.
45215141,Operating theatre construction work.
